X,Y,room_id,host_id,room_type,country,city,neighborho,address,reviews,overall_sa,accommodat,bedrooms,bathrooms,price,deleted,minstay,timestamp,latitude,longitude,survey_i
-71.089943,42.390371,1106258,342545,Private room,United States,Somerville,Somerville,Wellington Avenue,59,4.000000000000000,2,1,2.000000000000000,80,0,3,00:46.6,42.390371000000002,-71.089943000000005,2
-71.104239,42.392351,1923945,9829509,Private room,United States,Somerville,Somerville,Central Street,58,4.500000000000000,2,1,1.000000000000000,78,0,1,38:37.2,42.392350999999998,-71.104239000000007,2
-71.121904,42.402505,1011769,5565658,Private room,United States,Somerville,Somerville,Broadway,58,4.500000000000000,2,1,1.000000000000000,79,0,,38:46.2,42.402504999999998,-71.121904000000001,2
-71.092807,42.386667,2075647,9623536,Private room,United States,Somerville,Somerville,Gilman Terrace,58,4.500000000000000,4,1,1.000000000000000,80,0,1,47:40.2,42.386667000000003,-71.092806999999993,2
-71.112473,42.39294,235397,844107,Private room,United States,Somerville,Somerville,Liberty Ave,53,5.000000000000000,2,1,2.000000000000000,100,0,1,09:29.4,42.392940000000003,-71.112472999999994,2
-71.084384,42.384933,219956,742815,Shared room,United States,Somerville,Somerville,Pearl St,52,4.500000000000000,1,1,1.000000000000000,33,0,1,26:55.2,42.384932999999997,-71.084384000000000,2
-71.093835,42.3861,78063,262183,Private room,United States,Somerville,Somerville,Walnut St,49,4.500000000000000,2,1,1.000000000000000,60,0,3,04:33.4,42.386099999999999,-71.093834999999999,2
-71.105326,42.386825,1855943,9686358,Private room,United States,Somerville,Somerville,Benton Road,48,5.000000000000000,2,1,1.500000000000000,100,0,1,15:43.9,42.386825000000002,-71.105326000000005,2
-71.104038,42.38375,1401920,2349777,Entire home/apt,United States,Somerville,Somerville,Somerville Avenue,48,4.500000000000000,2,2,1.000000000000000,125,0,1,00:05.5,42.383749999999999,-71.104038000000003,2
-71.124034,42.398855,2411250,12322626,Private room,United States,Somerville,Somerville,Winter Street,46,4.500000000000000,2,1,1.000000000000000,75,0,3,38:05.3,42.398854999999998,-71.124033999999995,2
-71.115401,42.385437,3650468,17643578,Entire home/apt,United States,Somerville,Somerville,Prentiss Street,45,5.000000000000000,4,2,2.000000000000000,150,0,2,58:07.2,42.385437000000003,-71.115401000000006,2
-71.095496,42.384453,580661,727944,Entire home/apt,United States,Somerville,Somerville,Summit Ave,45,5.000000000000000,5,2,1.500000000000000,180,0,5,59:43.3,42.384453000000001,-71.095495999999997,2
-71.127252,42.401706,3331467,2874070,Entire home/apt,United States,Somerville,Somerville,Elmwood Street,44,5.000000000000000,5,3,1.000000000000000,190,0,2,13:37.1,42.401705999999997,-71.127251999999999,2
-71.093963,42.374321,3425699,16792258,Private room,United States,Cambridge,Cambridge,Windsor St,40,4.500000000000000,3,1,1.000000000000000,82,0,1,14:51.6,42.374321000000002,-71.093963000000002,1
-71.093963,42.374321,3425699,16792258,Private room,United States,Cambridge,Cambridge,Windsor St,40,4.500000000000000,3,1,1.000000000000000,82,0,1,57:15.0,42.374321000000002,-71.093963000000002,2
-71.111879,42.397,2529495,12953121,Private room,United States,Somerville,Somerville,Albion Street,40,5.000000000000000,2,1,1.500000000000000,99,0,1,17:14.6,42.396999999999998,-71.111879000000002,2
-71.123191,42.393316,1403630,727944,Entire home/apt,United States,Somerville,Somerville,Chester Street,40,4.500000000000000,3,1,1.000000000000000,135,0,4,37:55.5,42.393315999999999,-71.123191000000006,2
-71.095642,42.392814,2074902,10605078,Private room,United States,Somerville,Somerville,Sargent Avenue,38,4.500000000000000,2,1,1.000000000000000,70,0,1,31:39.2,42.392814000000001,-71.095641999999998,2
-71.108126,42.380742,3046389,10466234,Private room,United States,Somerville,Somerville,Park Street,36,4.000000000000000,2,1,1.000000000000000,95,0,2,55:35.2,42.380741999999998,-71.108125999999999,2
-71.08154,42.38196,394462,1866924,Private room,United States,Somerville,Somerville,Mt Vernon St,36,4.000000000000000,1,1,1.000000000000000,49,0,2,37:07.1,42.381959999999999,-71.081540000000004,2
-71.08423,42.386209,222081,742815,Shared room,United States,Somerville,Somerville,Pearl St,36,4.500000000000000,1,1,1.000000000000000,34,0,1,54:20.7,42.386209000000001,-71.084230000000005,2
-71.090908,42.37631,3174762,4229008,Private room,United States,Cambridge,Somerville,Columbia Street,35,4.500000000000000,2,1,1.000000000000000,95,0,1,37:01.3,42.376309999999997,-71.090907999999999,2
-71.094005,42.395439,1814404,9503728,Entire home/apt,United States,Somerville,Somerville,Moreland Street,35,4.500000000000000,,3,1.000000000000000,225,0,1,08:33.8,42.395439000000003,-71.094004999999996,2
-71.100159,42.387209,3249504,817188,Private room,United States,Somerville,Somerville,Oxford Street,34,4.500000000000000,2,1,1.000000000000000,70,0,2,47:50.5,42.387208999999999,-71.100159000000005,2
-71.124091,42.398897,4081272,15128917,Entire home/apt,United States,Somerville,Somerville,Jay Street,34,5.000000000000000,4,2,1.000000000000000,225,0,2,07:38.6,42.398896999999998,-71.124091000000007,2
-71.106978,42.388373,1702805,8989779,Private room,United States,Somerville,Somerville,Spring Hill Terrace,33,5.000000000000000,2,1,2.000000000000000,90,0,2,30:59.1,42.388373000000001,-71.106977999999998,2
-71.122909,42.402875,1712936,9034440,Private room,United States,Somerville,Somerville,Billingham Street,33,5.000000000000000,2,1,1.000000000000000,84,0,3,42:33.3,42.402875000000002,-71.122909000000007,2
